Year,Month,TimeOfDay,District,Community_Area,CrimeCount
2014,2,Afternoon,11,23,1
2014,2,Afternoon,11,26,1
2014,2,Afternoon,12,28,1
2014,2,Afternoon,14,22,1
2014,2,Afternoon,19,6,1
2014,2,Afternoon,24,1,1
2014,2,Afternoon,25,25,1
2014,2,Evening,3,42,1
2014,2,Evening,15,25,3
2014,2,Evening,25,19,1
2014,2,Evening,25,25,1
2014,2,Morning,1,32,1
2014,2,Morning,4,46,2
2014,2,Morning,6,71,1
2014,2,Morning,7,68,1
2014,2,Morning,22,72,1
2014,2,Night,3,43,1
2014,2,Night,4,45,1
2014,2,Night,5,49,1
2014,2,Night,6,69,1
2014,2,Night,6,71,1
2014,2,Night,9,34,1
2014,2,Night,9,61,1
2014,2,Night,11,26,1
2014,2,Night,12,31,1
2014,2,Night,17,14,1
2014,2,Night,17,16,1
2014,3,Afternoon,2,35,1
2014,3,Afternoon,2,38,1
2014,3,Afternoon,2,40,1
2014,3,Afternoon,2,41,1
2014,3,Afternoon,4,46,1
2014,3,Afternoon,4,48,1
2014,3,Afternoon,6,44,1
2014,3,Afternoon,7,67,1
2014,3,Afternoon,8,63,1
2014,3,Afternoon,9,61,1
2014,3,Afternoon,11,23,1
2014,3,Afternoon,11,26,2
2014,3,Afternoon,11,27,1
2014,3,Afternoon,12,31,1
2014,3,Afternoon,19,7,1
2014,3,Afternoon,22,71,1
2014,3,Afternoon,24,2,1
2014,3,Evening,3,43,1
2014,3,Evening,4,43,1
2014,3,Evening,4,46,1
2014,3,Evening,5,49,1
2014,3,Evening,6,44,1
2014,3,Evening,7,67,1
2014,3,Evening,11,23,1
2014,3,Evening,11,26,1
2014,3,Evening,14,22,1
2014,3,Evening,14,23,1
2014,3,Evening,18,7,1
2014,3,Evening,19,6,1
2014,3,Evening,22,72,1
2014,3,Morning,8,64,1
2014,3,Morning,15,25,1
2014,3,Morning,24,1,1
2014,3,Night,4,52,1
2014,3,Night,5,53,1
2014,3,Night,6,71,1
2014,3,Night,11,23,1
2014,3,Night,12,31,2
2014,4,Afternoon,2,38,1
2014,4,Afternoon,3,42,1
2014,4,Afternoon,4,47,1
2014,4,Afternoon,5,54,1
2014,4,Afternoon,9,61,1
2014,4,Afternoon,10,30,3
2014,4,Afternoon,12,31,1
2014,4,Afternoon,17,16,1
2014,4,Afternoon,22,73,1
2014,4,Afternoon,25,25,1
2014,4,Evening,4,43,1
2014,4,Evening,4,46,1
2014,4,Evening,4,47,1
2014,4,Evening,6,49,1
2014,4,Evening,6,71,1
2014,4,Evening,7,67,2
2014,4,Evening,8,65,1
2014,4,Evening,8,66,1
2014,4,Evening,10,29,1
2014,4,Evening,10,31,1
2014,4,Evening,17,16,1
2014,4,Evening,24,1,1
2014,4,Morning,3,43,1
2014,4,Morning,4,46,3
2014,4,Morning,5,53,1
2014,4,Morning,6,69,1
2014,4,Morning,7,69,1
2014,4,Morning,8,66,2
2014,4,Morning,11,27,1
2014,4,Morning,15,25,1
2014,4,Morning,16,15,1
2014,4,Morning,20,77,1
2014,4,Morning,25,22,1
2014,4,Night,3,40,1
2014,4,Night,4,47,1
2014,4,Night,4,51,1
2014,4,Night,5,53,2
2014,4,Night,8,56,1
2014,4,Night,8,70,1
2014,4,Night,9,61,1
2014,4,Night,9,63,1
2014,4,Night,10,30,1
2014,4,Night,11,26,2
2014,4,Night,12,24,1
2014,4,Night,14,22,1
2014,4,Night,15,25,3
2014,4,Night,19,7,1
2014,4,Night,22,72,1
2014,4,Night,24,1,1
2014,4,Night,25,23,1
2014,4,Night,25,25,1
2014,5,Afternoon,3,43,1
2014,5,Afternoon,4,48,1
2014,5,Afternoon,5,53,1
2014,5,Afternoon,6,44,1
2014,5,Afternoon,7,68,1
2014,5,Afternoon,8,70,1
2014,5,Afternoon,10,29,1
2014,5,Afternoon,10,30,1
2014,5,Afternoon,11,23,1
2014,5,Afternoon,11,26,1
2014,5,Afternoon,15,25,2
2014,5,Afternoon,20,4,1
2014,5,Afternoon,22,74,1
2014,5,Evening,1,28,1
2014,5,Evening,2,39,1
2014,5,Evening,2,68,1
2014,5,Evening,4,46,1
2014,5,Evening,5,49,1
2014,5,Evening,6,44,2
2014,5,Evening,7,68,1
2014,5,Evening,8,66,1
2014,5,Evening,8,70,1
2014,5,Evening,9,37,1
2014,5,Evening,9,63,1
2014,5,Evening,11,27,2
2014,5,Evening,11,28,1
2014,5,Evening,15,25,1
2014,5,Evening,16,17,1
2014,5,Evening,17,14,1
2014,5,Evening,17,16,1
2014,5,Evening,19,3,1
2014,5,Evening,19,6,1
2014,5,Evening,22,75,2
2014,5,Morning,3,69,1
2014,5,Morning,4,46,1
2014,5,Morning,6,44,2
2014,5,Morning,9,59,1
2014,5,Morning,10,29,1
2014,5,Morning,11,27,1
2014,5,Morning,16,17,1
2014,5,Morning,18,8,1
2014,5,Morning,22,73,1
2014,5,Night,2,38,1
2014,5,Night,4,45,1
2014,5,Night,6,44,1
2014,5,Night,8,57,1
2014,5,Night,8,64,1
2014,5,Night,9,61,1
2014,5,Night,10,30,1
2014,5,Night,11,26,1
2014,5,Night,14,24,1
2014,5,Night,15,25,2
2014,5,Night,25,19,1
2014,5,Night,25,23,1
2014,5,Night,25,25,1
2014,6,Afternoon,4,46,1
2014,6,Afternoon,4,52,1
2014,6,Afternoon,8,66,1
2014,6,Afternoon,8,70,1
2014,6,Afternoon,11,26,1
2014,6,Afternoon,11,29,1
2014,6,Afternoon,15,25,2
2014,6,Afternoon,22,73,1
2014,6,Afternoon,22,75,1
2014,6,Afternoon,24,1,1
2014,6,Afternoon,25,19,1
2014,6,Afternoon,25,23,1
2014,6,Evening,2,38,2
2014,6,Evening,3,41,1
2014,6,Evening,4,51,1
2014,6,Evening,5,49,2
2014,6,Evening,7,67,1
2014,6,Evening,7,68,2
2014,6,Evening,7,69,2
2014,6,Evening,8,66,2
2014,6,Evening,8,70,1
2014,6,Evening,9,60,1
2014,6,Evening,10,30,1
2014,6,Evening,11,25,1
2014,6,Evening,11,26,1
2014,6,Evening,12,28,1
2014,6,Evening,15,25,1
2014,6,Evening,22,49,1
2014,6,Evening,22,73,1
2014,6,Evening,24,1,1
2014,6,Evening,24,2,1
2014,6,Evening,25,23,1
2014,6,Morning,4,51,1
2014,6,Morning,8,56,1
2014,6,Morning,8,66,2
2014,6,Morning,8,70,2
2014,6,Morning,11,23,1
2014,6,Morning,15,25,1
2014,6,Morning,19,3,1
2014,6,Night,2,40,1
2014,6,Night,4,46,1
2014,6,Night,6,49,1
2014,6,Night,7,68,1
2014,6,Night,7,69,1
2014,6,Night,8,66,1
2014,6,Night,10,29,2
2014,6,Night,11,23,1
2014,6,Night,11,27,1
2014,6,Night,12,24,1
2014,6,Night,12,28,1
2014,6,Night,15,25,1
2014,6,Night,19,6,1
2014,6,Night,22,49,1
2014,6,Night,22,73,1
2014,6,Night,25,25,1
2014,7,Afternoon,2,68,1
2014,7,Afternoon,3,42,1
2014,7,Afternoon,7,67,2
2014,7,Afternoon,7,68,1
2014,7,Afternoon,9,58,1
2014,7,Afternoon,9,61,1
2014,7,Afternoon,10,30,1
2014,7,Afternoon,11,26,1
2014,7,Afternoon,11,27,1
2014,7,Afternoon,15,25,1
2014,7,Afternoon,19,6,1
2014,7,Afternoon,22,73,1
2014,7,Afternoon,24,1,1
2014,7,Afternoon,25,20,1
2014,7,Evening,2,38,1
2014,7,Evening,4,46,1
2014,7,Evening,5,53,2
2014,7,Evening,6,71,1
2014,7,Evening,7,67,2
2014,7,Evening,8,66,1
2014,7,Evening,11,23,1
2014,7,Evening,11,27,1
2014,7,Evening,12,28,1
2014,7,Evening,15,25,3
2014,7,Evening,18,7,1
2014,7,Evening,19,6,1
2014,7,Evening,20,4,1
2014,7,Evening,20,77,1
2014,7,Evening,22,73,1
2014,7,Evening,24,1,2
2014,7,Evening,25,23,1
2014,7,Morning,4,43,1
2014,7,Morning,4,46,1
2014,7,Morning,7,68,1
2014,7,Morning,8,64,1
2014,7,Morning,8,66,1
2014,7,Morning,11,23,1
2014,7,Morning,11,25,1
2014,7,Morning,11,26,1
2014,7,Morning,19,3,1
2014,7,Morning,25,23,1
2014,7,Night,4,46,1
2014,7,Night,5,49,1
2014,7,Night,5,53,1
2014,7,Night,7,67,4
2014,7,Night,8,66,1
2014,7,Night,9,58,1
2014,7,Night,12,24,1
2014,7,Night,14,24,1
2014,7,Night,15,25,2
2014,7,Night,16,11,1
2014,7,Night,19,3,1
2014,7,Night,22,49,1
2014,7,Night,22,73,1
2014,7,Night,22,75,1
2014,8,Afternoon,2,38,1
2014,8,Afternoon,3,69,1
2014,8,Afternoon,4,46,2
2014,8,Afternoon,5,49,1
2014,8,Afternoon,6,71,2
2014,8,Afternoon,7,68,2
2014,8,Afternoon,8,65,1
2014,8,Afternoon,15,25,1
2014,8,Afternoon,17,14,1
2014,8,Afternoon,24,1,1
2014,8,Evening,2,35,1
2014,8,Evening,4,43,1
2014,8,Evening,4,51,1
2014,8,Evening,6,71,1
2014,8,Evening,7,67,1
2014,8,Evening,7,68,1
2014,8,Evening,9,60,1
2014,8,Evening,9,61,1
2014,8,Evening,10,29,1
2014,8,Evening,11,26,1
2014,8,Evening,14,22,1
2014,8,Evening,15,25,1
2014,8,Evening,19,5,1
2014,8,Evening,19,6,1
2014,8,Evening,22,49,1
2014,8,Evening,22,75,1
2014,8,Evening,24,1,1
2014,8,Evening,25,22,1
2014,8,Evening,25,25,1
2014,8,Morning,2,38,1
2014,8,Morning,4,46,1
2014,8,Morning,6,44,1
2014,8,Morning,6,71,2
2014,8,Morning,7,67,1
2014,8,Morning,8,66,1
2014,8,Morning,9,61,2
2014,8,Morning,10,29,1
2014,8,Morning,10,30,1
2014,8,Morning,15,25,1
2014,8,Morning,16,10,1
2014,8,Night,3,43,1
2014,8,Night,4,43,1
2014,8,Night,4,47,1
2014,8,Night,5,53,1
2014,8,Night,5,54,1
2014,8,Night,6,44,1
2014,8,Night,6,71,2
2014,8,Night,7,67,3
2014,8,Night,7,68,1
2014,8,Night,9,61,1
2014,8,Night,10,30,2
2014,8,Night,11,23,1
2014,8,Night,11,27,2
2014,8,Night,18,8,1
2014,8,Night,22,75,1
2014,8,Night,25,22,2
2014,8,Night,25,23,1
2014,8,Night,25,25,1
2014,9,Afternoon,2,38,1
2014,9,Afternoon,2,40,1
2014,9,Afternoon,3,42,1
2014,9,Afternoon,3,43,1
2014,9,Afternoon,4,51,1
2014,9,Afternoon,6,44,2
2014,9,Afternoon,7,67,1
2014,9,Afternoon,7,68,1
2014,9,Afternoon,8,64,1
2014,9,Afternoon,8,66,1
2014,9,Afternoon,10,29,1
2014,9,Afternoon,10,30,1
2014,9,Afternoon,11,27,1
2014,9,Afternoon,19,3,1
2014,9,Afternoon,19,6,1
2014,9,Afternoon,20,77,1
2014,9,Afternoon,24,1,1
2014,9,Evening,2,38,1
2014,9,Evening,2,39,1
2014,9,Evening,3,42,1
2014,9,Evening,4,46,1
2014,9,Evening,5,54,1
2014,9,Evening,6,44,1
2014,9,Evening,6,69,1
2014,9,Evening,6,71,1
2014,9,Evening,7,67,2
2014,9,Evening,7,68,1
2014,9,Evening,8,66,1
2014,9,Evening,8,70,1
2014,9,Evening,9,61,1
2014,9,Evening,10,29,1
2014,9,Evening,11,23,1
2014,9,Evening,11,26,1
2014,9,Evening,11,29,1
2014,9,Evening,18,8,1
2014,9,Evening,25,19,1
2014,9,Morning,2,36,1
2014,9,Morning,4,47,1
2014,9,Morning,5,49,1
2014,9,Morning,5,54,1
2014,9,Morning,6,44,1
2014,9,Morning,9,61,1
2014,9,Morning,11,23,1
2014,9,Morning,14,24,1
2014,9,Morning,16,17,2
2014,9,Morning,17,16,1
2014,9,Morning,18,8,1
2014,9,Night,2,41,1
2014,9,Night,4,43,1
2014,9,Night,4,55,1
2014,9,Night,6,69,1
2014,9,Night,7,68,1
2014,9,Night,9,59,1
2014,9,Night,9,63,1
2014,9,Night,10,29,1
2014,9,Night,10,30,1
2014,9,Night,11,23,1
2014,9,Night,11,26,1
2014,9,Night,12,24,1
2014,9,Night,15,25,2
2014,9,Night,16,10,1
2014,9,Night,16,15,1
2014,9,Night,16,17,1
2014,9,Night,17,15,1
2014,10,Afternoon,2,36,1
2014,10,Afternoon,2,38,2
2014,10,Afternoon,2,39,1
2014,10,Afternoon,4,43,2
2014,10,Afternoon,4,46,2
2014,10,Afternoon,4,51,1
2014,10,Afternoon,5,49,2
2014,10,Afternoon,5,50,1
2014,10,Afternoon,8,65,1
2014,10,Afternoon,8,66,1
2014,10,Afternoon,8,70,1
2014,10,Afternoon,9,63,1
2014,10,Afternoon,11,23,1
2014,10,Afternoon,11,25,1
2014,10,Afternoon,15,25,2
2014,10,Afternoon,25,18,1
2014,10,Afternoon,25,25,1
2014,10,Evening,4,46,1
2014,10,Evening,4,51,1
2014,10,Evening,5,53,1
2014,10,Evening,6,44,1
2014,10,Evening,6,49,1
2014,10,Evening,6,71,1
2014,10,Evening,7,67,1
2014,10,Evening,7,68,1
2014,10,Evening,11,26,1
2014,10,Evening,11,27,1
2014,10,Evening,12,31,1
2014,10,Evening,15,25,3
2014,10,Evening,18,8,1
2014,10,Evening,19,6,1
2014,10,Evening,25,19,1
2014,10,Morning,1,32,1
2014,10,Morning,4,43,1
2014,10,Morning,8,66,1
2014,10,Morning,18,7,1
2014,10,Morning,19,3,1
2014,10,Morning,24,1,1
2014,10,Night,1,32,1
2014,10,Night,2,41,1
2014,10,Night,4,43,1
2014,10,Night,6,49,1
2014,10,Night,6,69,1
2014,10,Night,6,71,2
2014,10,Night,7,67,1
2014,10,Night,9,61,1
2014,10,Night,10,29,1
2014,10,Night,10,30,1
2014,10,Night,11,26,2
2014,10,Night,16,11,1
2014,10,Night,22,71,1
2014,10,Night,25,19,1
2014,10,Night,25,20,2
2014,11,Afternoon,3,42,1
2014,11,Afternoon,4,51,1
2014,11,Afternoon,5,49,2
2014,11,Afternoon,5,53,1
2014,11,Afternoon,6,44,2
2014,11,Afternoon,7,68,2
2014,11,Afternoon,7,69,1
2014,11,Afternoon,8,66,1
2014,11,Afternoon,8,70,1
2014,11,Afternoon,11,23,2
2014,11,Afternoon,11,26,1
2014,11,Afternoon,11,28,1
2014,11,Afternoon,16,76,1
2014,11,Afternoon,18,8,1
2014,11,Afternoon,22,72,1
2014,11,Afternoon,25,19,1
2014,11,Afternoon,25,23,1
2014,11,Afternoon,25,25,1
2014,11,Evening,7,67,2
2014,11,Evening,7,68,1
2014,11,Evening,9,61,1
2014,11,Evening,9,63,1
2014,11,Evening,11,23,1
2014,11,Evening,15,25,1
2014,11,Evening,22,73,1
2014,11,Evening,24,1,3
2014,11,Evening,24,2,1
2014,11,Morning,2,40,1
2014,11,Morning,6,44,1
2014,11,Morning,8,65,1
2014,11,Morning,11,23,1
2014,11,Morning,11,26,1
2014,11,Night,2,38,1
2014,11,Night,3,43,2
2014,11,Night,4,43,1
2014,11,Night,4,46,1
2014,11,Night,4,51,1
2014,11,Night,6,68,1
2014,11,Night,7,67,2
2014,11,Night,8,70,1
2014,11,Night,10,30,1
2014,11,Night,11,26,1
2014,11,Night,12,28,1
2014,11,Night,12,31,1
2014,11,Night,15,25,1
2014,11,Night,17,14,1
2014,11,Night,18,8,2
2014,11,Night,25,19,1
2014,11,Night,25,23,1
2014,12,Afternoon,2,38,1
2014,12,Afternoon,3,43,1
2014,12,Afternoon,3,69,2
2014,12,Afternoon,4,43,1
2014,12,Afternoon,4,45,1
2014,12,Afternoon,4,52,1
2014,12,Afternoon,5,49,1
2014,12,Afternoon,5,53,1
2014,12,Afternoon,6,44,1
2014,12,Afternoon,7,68,1
2014,12,Afternoon,9,61,2
2014,12,Afternoon,10,30,1
2014,12,Afternoon,11,23,1
2014,12,Afternoon,11,27,1
2014,12,Afternoon,12,23,1
2014,12,Afternoon,15,25,1
2014,12,Afternoon,17,14,1
2014,12,Afternoon,24,1,1
2014,12,Afternoon,25,25,1
2014,12,Evening,4,46,1
2014,12,Evening,5,54,1
2014,12,Evening,6,71,1
2014,12,Evening,7,67,2
2014,12,Evening,9,61,1
2014,12,Evening,10,29,1
2014,12,Evening,15,25,4
2014,12,Evening,16,17,1
2014,12,Evening,19,6,2
2014,12,Evening,24,1,1
2014,12,Evening,25,23,1
2014,12,Evening,25,25,1
2014,12,Morning,1,32,1
2014,12,Morning,3,43,2
2014,12,Morning,6,44,1
2014,12,Morning,6,71,2
2014,12,Morning,8,64,1
2014,12,Morning,8,66,1
2014,12,Morning,8,70,1
2014,12,Morning,11,25,1
2014,12,Morning,15,25,1
2014,12,Morning,16,10,1
2014,12,Morning,19,3,1
2014,12,Morning,24,2,1
2014,12,Night,1,32,1
2014,12,Night,2,35,1
2014,12,Night,3,40,1
2014,12,Night,4,46,1
2014,12,Night,4,52,1
2014,12,Night,8,66,1
2014,12,Night,8,70,1
2014,12,Night,10,28,1
2014,12,Night,11,27,1
2014,12,Night,14,21,1
2014,12,Night,15,25,1
2014,12,Night,20,2,1
2014,12,Night,25,25,1
2015,1,Afternoon,4,43,2
2015,1,Afternoon,4,46,2
2015,1,Afternoon,5,53,1
2015,1,Afternoon,7,67,1
2015,1,Afternoon,7,68,2
2015,1,Afternoon,8,70,1
2015,1,Afternoon,9,58,1
2015,1,Afternoon,10,29,1
2015,1,Afternoon,11,26,2
2015,1,Afternoon,12,28,1
2015,1,Afternoon,18,8,1
2015,1,Afternoon,24,1,3
2015,1,Afternoon,25,25,1
2015,1,Evening,2,38,2
2015,1,Evening,3,69,1
2015,1,Evening,6,44,1
2015,1,Evening,8,63,1
2015,1,Evening,8,66,1
2015,1,Evening,8,70,2
2015,1,Evening,9,61,1
2015,1,Evening,10,29,2
2015,1,Evening,10,30,1
2015,1,Evening,15,25,1
2015,1,Evening,19,6,3
2015,1,Evening,22,73,1
2015,1,Evening,24,1,1
2015,1,Evening,25,19,1
2015,1,Morning,4,43,2
2015,1,Morning,6,71,1
2015,1,Morning,8,66,1
2015,1,Morning,8,70,1
2015,1,Morning,10,30,2
2015,1,Morning,25,22,1
2015,1,Morning,25,25,1
2015,1,Night,1,32,2
2015,1,Night,4,52,2
2015,1,Night,5,49,1
2015,1,Night,5,53,2
2015,1,Night,6,44,1
2015,1,Night,6,71,3
2015,1,Night,7,67,1
2015,1,Night,8,63,1
2015,1,Night,8,64,1
2015,1,Night,8,66,1
2015,1,Night,9,58,1
2015,1,Night,9,60,1
2015,1,Night,9,61,1
2015,1,Night,10,29,1
2015,1,Night,10,30,1
2015,1,Night,10,31,1
2015,1,Night,11,26,2
2015,1,Night,14,24,1
2015,1,Night,15,25,3
2015,1,Night,16,15,2
2015,1,Night,19,5,1
2015,1,Night,20,3,1
2015,1,Night,22,49,1
2015,1,Night,25,19,2
2015,1,Night,25,23,1
2015,1,Night,25,25,2
2015,2,Afternoon,2,35,1
2015,2,Afternoon,7,67,2
2015,2,Afternoon,8,70,1
2015,2,Afternoon,11,25,1
2015,2,Afternoon,12,31,1
2015,2,Afternoon,19,3,1
2015,2,Afternoon,22,49,1
2015,2,Afternoon,24,1,1
2015,2,Afternoon,25,23,1
2015,2,Evening,1,33,1
2015,2,Evening,5,49,2
2015,2,Evening,7,68,1
2015,2,Evening,12,28,1
2015,2,Evening,19,3,1
2015,2,Evening,24,1,1
2015,2,Evening,25,17,1
2015,2,Evening,25,19,1
2015,2,Evening,25,23,1
2015,2,Evening,25,25,1
2015,2,Morning,2,38,1
2015,2,Morning,5,53,1
2015,2,Morning,11,27,1
2015,2,Morning,15,25,1
2015,2,Morning,24,1,1
2015,2,Morning,24,2,1
2015,2,Night,3,43,1
2015,2,Night,4,45,1
2015,2,Night,7,67,1
2015,2,Night,8,66,1
2015,2,Night,11,23,1
2015,2,Night,14,22,1
2015,2,Night,16,10,1
2015,2,Night,25,19,1
2015,3,Afternoon,4,46,1
2015,3,Afternoon,7,68,1
2015,3,Afternoon,8,63,1
2015,3,Afternoon,9,61,1
2015,3,Afternoon,10,29,1
2015,3,Afternoon,14,21,1
2015,3,Afternoon,15,25,1
2015,3,Afternoon,16,15,1
2015,3,Afternoon,19,3,1
2015,3,Afternoon,22,71,1
2015,3,Afternoon,22,72,1
2015,3,Evening,3,42,1
2015,3,Evening,4,51,1
2015,3,Evening,5,49,1
2015,3,Evening,5,54,1
2015,3,Evening,6,69,1
2015,3,Evening,7,67,1
2015,3,Evening,8,64,1
2015,3,Evening,8,70,1
2015,3,Evening,11,25,1
2015,3,Evening,12,24,1
2015,3,Evening,18,7,1
2015,3,Evening,18,8,1
2015,3,Evening,20,4,1
2015,3,Evening,22,73,1
2015,3,Evening,24,1,1
2015,3,Evening,25,19,1
2015,3,Evening,25,25,2
2015,3,Morning,2,39,1
2015,3,Morning,4,52,1
2015,3,Morning,7,67,1
2015,3,Morning,8,70,1
2015,3,Morning,10,30,1
2015,3,Morning,12,27,1
2015,3,Morning,22,72,1
2015,3,Morning,25,25,1
2015,3,Night,1,33,1
2015,3,Night,4,45,1
2015,3,Night,5,53,1
2015,3,Night,6,44,1
2015,3,Night,6,49,1
2015,3,Night,11,23,1
2015,3,Night,11,25,1
2015,3,Night,11,27,2
2015,3,Night,12,31,2
2015,3,Night,14,22,2
2015,3,Night,17,14,1
2015,3,Night,17,16,1
2015,4,Afternoon,2,40,1
2015,4,Afternoon,3,42,1
2015,4,Afternoon,4,46,1
2015,4,Afternoon,5,49,2
2015,4,Afternoon,5,54,1
2015,4,Afternoon,6,71,1
2015,4,Afternoon,7,67,1
2015,4,Afternoon,7,68,1
2015,4,Afternoon,8,70,1
2015,4,Afternoon,9,61,1
2015,4,Afternoon,10,29,1
2015,4,Afternoon,11,27,1
2015,4,Afternoon,12,24,1
2015,4,Afternoon,12,28,1
2015,4,Afternoon,14,22,1
2015,4,Afternoon,19,3,1
2015,4,Afternoon,25,18,1
2015,4,Evening,3,43,2
2015,4,Evening,3,69,2
2015,4,Evening,6,49,1
2015,4,Evening,8,66,1
2015,4,Evening,22,73,1
2015,4,Evening,22,75,1
2015,4,Morning,2,38,1
2015,4,Morning,4,46,1
2015,4,Morning,6,44,1
2015,4,Morning,7,67,1
2015,4,Morning,8,66,1
2015,4,Morning,11,27,1
2015,4,Morning,11,29,1
2015,4,Morning,20,3,1
2015,4,Morning,25,17,1
2015,4,Morning,25,19,2
2015,4,Night,2,38,1
2015,4,Night,3,43,2
2015,4,Night,7,67,1
2015,4,Night,8,62,1
2015,4,Night,9,59,1
2015,4,Night,9,63,1
2015,4,Night,10,30,1
2015,4,Night,11,23,1
2015,4,Night,12,24,1
2015,4,Night,14,22,1
2015,4,Night,15,25,1
2015,4,Night,16,15,1
2015,4,Night,19,3,1
2015,4,Night,19,7,1
2015,4,Night,25,25,2
2015,5,Afternoon,1,33,1
2015,5,Afternoon,2,40,1
2015,5,Afternoon,3,43,1
2015,5,Afternoon,4,46,2
2015,5,Afternoon,6,44,1
2015,5,Afternoon,7,68,1
2015,5,Afternoon,8,62,2
2015,5,Afternoon,8,70,1
2015,5,Afternoon,9,60,1
2015,5,Afternoon,10,29,1
2015,5,Afternoon,11,27,1
2015,5,Afternoon,11,29,2
2015,5,Afternoon,12,24,1
2015,5,Afternoon,14,23,1
2015,5,Afternoon,15,25,1
2015,5,Afternoon,17,16,1
2015,5,Afternoon,17,21,1
2015,5,Afternoon,24,2,1
2015,5,Evening,2,35,1
2015,5,Evening,2,36,1
2015,5,Evening,2,39,1
2015,5,Evening,4,43,1
2015,5,Evening,5,49,2
2015,5,Evening,6,71,1
2015,5,Evening,7,67,1
2015,5,Evening,7,68,1
2015,5,Evening,8,57,1
2015,5,Evening,8,66,1
2015,5,Evening,11,25,1
2015,5,Evening,11,27,1
2015,5,Evening,15,25,2
2015,5,Evening,16,17,1
2015,5,Evening,19,6,1
2015,5,Evening,25,20,1
2015,5,Morning,4,48,1
2015,5,Morning,4,51,1
2015,5,Morning,6,71,1
2015,5,Morning,8,56,1
2015,5,Morning,8,66,1
2015,5,Morning,9,58,1
2015,5,Morning,10,29,2
2015,5,Morning,15,25,1
2015,5,Morning,19,3,1
2015,5,Morning,24,1,1
2015,5,Night,3,42,1
2015,5,Night,3,69,1
2015,5,Night,4,43,1
2015,5,Night,4,46,1
2015,5,Night,4,52,1
2015,5,Night,6,44,1
2015,5,Night,7,67,3
2015,5,Night,7,68,1
2015,5,Night,8,66,2
2015,5,Night,10,30,3
2015,5,Night,12,28,2
2015,5,Night,12,31,1
2015,5,Night,14,21,1
2015,5,Night,14,24,1
2015,5,Night,17,14,1
2015,5,Night,19,6,1
2015,5,Night,20,3,1
2015,5,Night,24,1,1
2015,6,Afternoon,1,32,1
2015,6,Afternoon,4,46,2
2015,6,Afternoon,5,49,1
2015,6,Afternoon,6,44,1
2015,6,Afternoon,6,69,2
2015,6,Afternoon,7,67,1
2015,6,Afternoon,8,66,1
2015,6,Afternoon,9,63,1
2015,6,Afternoon,11,23,1
2015,6,Afternoon,11,26,1
2015,6,Afternoon,15,25,1
2015,6,Afternoon,20,77,1
2015,6,Afternoon,22,49,1
2015,6,Afternoon,24,1,2
2015,6,Afternoon,25,22,1
2015,6,Afternoon,25,25,1
2015,6,Evening,2,35,1
2015,6,Evening,3,42,1
2015,6,Evening,3,43,1
2015,6,Evening,4,47,1
2015,6,Evening,4,48,1
2015,6,Evening,5,53,1
2015,6,Evening,6,44,1
2015,6,Evening,6,69,1
2015,6,Evening,9,60,1
2015,6,Evening,10,29,2
2015,6,Evening,10,30,1
2015,6,Evening,11,23,1
2015,6,Evening,11,27,1
2015,6,Evening,15,25,1
2015,6,Evening,17,13,1
2015,6,Evening,19,3,1
2015,6,Evening,22,73,1
2015,6,Evening,22,75,1
2015,6,Evening,25,23,1
2015,6,Morning,1,28,1
2015,6,Morning,3,40,1
2015,6,Morning,8,70,1
2015,6,Morning,11,27,1
2015,6,Morning,15,25,1
2015,6,Morning,18,8,1
2015,6,Night,2,34,1
2015,6,Night,2,38,1
2015,6,Night,5,49,1
2015,6,Night,6,44,1
2015,6,Night,6,71,1
2015,6,Night,7,68,1
2015,6,Night,7,69,1
2015,6,Night,8,63,1
2015,6,Night,9,58,1
2015,6,Night,9,61,4
2015,6,Night,10,29,1
2015,6,Night,10,30,1
2015,6,Night,11,26,1
2015,6,Night,14,22,1
2015,6,Night,15,25,2
2015,6,Night,16,15,1
2015,6,Night,16,76,1
2015,6,Night,18,7,1
2015,6,Night,18,8,1
2015,6,Night,19,3,1
2015,6,Night,19,6,1
2015,6,Night,24,1,1
2015,6,Night,25,25,2
2015,7,Afternoon,2,38,1
2015,7,Afternoon,3,42,1
2015,7,Afternoon,3,43,1
2015,7,Afternoon,4,43,1
2015,7,Afternoon,4,46,2
2015,7,Afternoon,4,48,2
2015,7,Afternoon,5,49,1
2015,7,Afternoon,6,44,5
2015,7,Afternoon,12,28,2
2015,7,Afternoon,16,17,1
2015,7,Afternoon,17,16,2
2015,7,Afternoon,19,6,1
2015,7,Afternoon,22,49,1
2015,7,Afternoon,24,2,1
2015,7,Afternoon,25,25,2
2015,7,Evening,2,40,1
2015,7,Evening,3,42,1
2015,7,Evening,3,69,1
2015,7,Evening,5,54,1
2015,7,Evening,6,69,1
2015,7,Evening,6,71,1
2015,7,Evening,9,34,1
2015,7,Evening,9,61,1
2015,7,Evening,10,29,2
2015,7,Evening,10,30,2
2015,7,Evening,15,25,2
2015,7,Evening,19,6,1
2015,7,Evening,24,1,2
2015,7,Evening,25,19,1
2015,7,Morning,4,43,1
2015,7,Morning,4,46,1
2015,7,Morning,4,51,1
2015,7,Morning,10,30,5
2015,7,Morning,11,26,1
2015,7,Morning,22,71,2
2015,7,Morning,24,2,1
2015,7,Night,4,43,2
2015,7,Night,4,46,1
2015,7,Night,5,53,1
